As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,Ihub Balance,Balance Difference,Match Status,Comments
07/13/2023,2,1651050,33851,EUR,ALL OTHER LOANS,PRINCIPAL,29155,20000.0,9155.0,Break,
06/07/2023,2,1650412,9408,EUR,ALL OTHER LOANS,DEFERRED COSTS,21586,30000.0,-8414.0,Break,
05/28/2023,0,1680669,65392,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,49787,20000.0,29787.0,Break,
05/07/2023,0,1656047,25499,USD,ALL OTHER LOANS,PRINCIPAL,79273,30000.0,49273.0,Break,
05/06/2023,2,1632508,27644,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,13342,13342.0,0.0,Match,
04/19/2023,0,1691769,37060,GBP,ALL OTHER LOANS,DEFERRED COSTS,18030,50000.0,-31970.0,Break,
07/05/2023,0,1612642,12691,EUR,ALL OTHER LOANS,DEFERRED COSTS,15410,40000.0,-24590.0,Break,
07/04/2023,2,1640962,23294,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,48575,48575.0,0.0,Match,
07/07/2023,0,1660155,6173,USD,ALL OTHER LOANS,PRINCIPAL,35967,35967.20872141267,-0.2087214126731851,Match,Difference is within tolerance (less than 1USD)
05/14/2023,0,1609762,12684,EUR,ALL OTHER LOANS,DEFERRED COSTS,43691,43691.0,0.0,Match,
06/25/2023,2,1658835,49294,EUR,ALL OTHER LOANS,PRINCIPAL,21180,20000.0,1180.0,Break,
05/17/2023,0,1660793,60475,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,10456,70000.0,-59544.0,Break,
03/12/2023,2,1606385,68809,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,78720,78720.0,0.0,Match,
05/14/2023,2,1639760,59873,USD,ALL OTHER LOANS,DEFERRED COSTS,63202,63202.0,0.0,Match,
06/11/2023,0,1641420,28998,EUR,ALL OTHER LOANS,DEFERRED COSTS,78127,30000.0,48127.0,Break,
06/05/2023,2,1635621,27886,USD,ALL OTHER LOANS,PRINCIPAL,35573,60000.0,-24427.0,Break,
04/19/2023,0,1681897,49077,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,74036,40000.0,34036.0,Break,
07/09/2023,0,1646617,34355,EUR,ALL OTHER LOANS,DEFERRED COSTS,17887,17887.258336557195,-0.2583365571954346,Match,Difference is within tolerance (less than 1USD)
08/19/2023,2,1650942,25253,GBP,ALL OTHER LOANS,DEFERRED COSTS,49366,0.0,49366.0,Break,
07/07/2023,0,1650412,9408,EUR,ALL OTHER LOANS,DEFERRED COSTS,25040,25040.837626112156,-0.8376261121557036,Match,Difference is within tolerance (less than 1USD)
03/08/2023,2,1662349,46001,EUR,ALL OTHER LOANS,DEFERRED COSTS,17880,17880.448676405886,-0.4486764058856352,Match,Difference is within tolerance (less than 1USD)
08/31/2023,0,1609717,56676,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,42249,42249.0,0.0,Match,
02/06/2023,2,1606751,4747,EUR,ALL OTHER LOANS,PRINCIPAL,26944,26944.0,0.0,Match,
05/16/2023,0,1643608,60592,GBP,ALL OTHER LOANS,DEFERRED COSTS,53916,0.0,53916.0,Break,
08/02/2023,0,1686071,39946,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,32245,32245.0,0.0,Match,
04/26/2023,2,1658835,49294,EUR,ALL OTHER LOANS,PRINCIPAL,52700,40000.0,12700.0,Break,
02/17/2023,0,1645472,10923,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,27072,27072.0,0.0,Match,
08/19/2023,0,1647635,15169,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,31675,10000.0,21675.0,Break,
04/29/2023,0,1662373,44879,USD,ALL OTHER LOANS,PRINCIPAL,18745,10000.0,8745.0,Break,
06/20/2023,2,1647635,15169,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,48413,48413.0,0.0,Match,
04/12/2023,0,1606840,40825,USD,ALL OTHER LOANS,PRINCIPAL,19207,40000.0,-20793.0,Break,
03/08/2023,2,1662128,12019,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,44622,70000.0,-25378.0,Break,
05/21/2023,0,1647635,15169,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,25985,50000.0,-24015.0,Break,
05/20/2023,0,1676108,37663,USD,ALL OTHER LOANS,DEFERRED COSTS,50295,50295.0,0.0,Match,
08/21/2023,2,1624278,9390,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,43715,10000.0,33715.0,Break,
02/26/2023,2,1653901,51296,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,78948,60000.0,18948.0,Break,
07/17/2023,2,1611101,22289,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,17427,17426.736642883814,0.2633571161859436,Match,Difference is within tolerance (less than 1USD)
04/02/2023,0,1666492,10872,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,62509,80000.0,-17491.0,Break,
08/15/2023,0,1642845,7566,USD,ALL OTHER LOANS,DEFERRED COSTS,15260,0.0,15260.0,Break,
03/29/2023,2,1639562,53556,EUR,ALL OTHER LOANS,DEFERRED COSTS,25814,25814.0,0.0,Match,
02/08/2023,0,1648902,34181,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,63963,60000.0,3963.0,Break,
04/30/2023,0,1643916,44391,USD,ALL OTHER LOANS,PRINCIPAL,59038,59037.895579554155,0.1044204458448803,Match,Difference is within tolerance (less than 1USD)
08/28/2023,0,1662496,48750,EUR,ALL OTHER LOANS,PRINCIPAL,15985,15985.50597631969,-0.5059763196895801,Match,Difference is within tolerance (less than 1USD)
04/21/2023,2,1684624,30553,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,60094,60094.38178687316,-0.3817868731566705,Match,Difference is within tolerance (less than 1USD)
03/29/2023,2,1638907,61880,EUR,ALL OTHER LOANS,PRINCIPAL,24946,24946.84433839915,-0.844338399150729,Match,Difference is within tolerance (less than 1USD)
08/04/2023,0,1649698,11993,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,46256,20000.0,26256.0,Break,
04/05/2023,0,1690160,63922,EUR,ALL OTHER LOANS,DEFERRED COSTS,28626,70000.0,-41374.0,Break,
04/22/2023,0,1667042,23281,EUR,ALL OTHER LOANS,PRINCIPAL,17101,17101.0,0.0,Match,
04/28/2023,2,1681437,19251,GBP,ALL OTHER LOANS,DEFERRED COSTS,61123,10000.0,51123.0,Break,
05/08/2023,2,1638411,34836,EUR,ALL OTHER LOANS,DEFERRED COSTS,68572,68572.0,0.0,Match,
03/03/2023,2,1666492,10872,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,21094,70000.0,-48906.0,Break,
08/18/2023,0,1676108,37663,USD,ALL OTHER LOANS,DEFERRED COSTS,47980,30000.0,17980.0,Break,
03/19/2023,2,1651318,8110,GBP,ALL OTHER LOANS,DEFERRED COSTS,21568,0.0,21568.0,Break,
03/09/2023,2,1620258,67805,GBP,ALL OTHER LOANS,PRINCIPAL,39285,39285.0,0.0,Match,
06/14/2023,0,1653398,62466,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,48527,48527.0,0.0,Match,
05/10/2023,2,1669440,5683,GBP,ALL OTHER LOANS,PRINCIPAL,54955,54955.0,0.0,Match,
04/27/2023,0,1689076,4311,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,31495,10000.0,21495.0,Break,
03/16/2023,2,1622903,69241,EUR,ALL OTHER LOANS,DEFERRED COSTS,75086,75086.0,0.0,Match,
07/01/2023,2,1667767,65307,EUR,ALL OTHER LOANS,PRINCIPAL,54694,50000.0,4694.0,Break,
07/23/2023,2,1636740,65333,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,60496,60496.0,0.0,Match,
04/23/2023,2,1641763,38797,USD,ALL OTHER LOANS,PRINCIPAL,29783,0.0,29783.0,Break,
04/30/2023,0,1673743,13013,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,64670,10000.0,54670.0,Break,
05/03/2023,2,1627532,18146,EUR,ALL OTHER LOANS,DEFERRED COSTS,46331,70000.0,-23669.0,Break,
02/25/2023,2,1657248,35187,GBP,ALL OTHER LOANS,DEFERRED COSTS,56310,30000.0,26310.0,Break,
05/08/2023,2,1600446,46700,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,77053,77052.13324757504,0.8667524249613052,Match,Difference is within tolerance (less than 1USD)
02/01/2023,2,1657392,29895,EUR,ALL OTHER LOANS,DEFERRED COSTS,47495,40000.0,7495.0,Break,
03/10/2023,2,1648902,34181,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,62827,70000.0,-7173.0,Break,
07/26/2023,2,1611111,29434,USD,ALL OTHER LOANS,DEFERRED COSTS,49561,60000.0,-10439.0,Break,
06/30/2023,0,1682713,41540,USD,ALL OTHER LOANS,PRINCIPAL,48733,30000.0,18733.0,Break,
06/17/2023,2,1648971,24022,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,24329,20000.0,4329.0,Break,
03/13/2023,0,1647729,42089,EUR,ALL OTHER LOANS,PRINCIPAL,22863,22863.0,0.0,Match,
06/09/2023,2,1611687,11294,USD,ALL OTHER LOANS,PRINCIPAL,65434,10000.0,55434.0,Break,
07/20/2023,2,1650942,25253,GBP,ALL OTHER LOANS,DEFERRED COSTS,18151,50000.0,-31849.0,Break,
02/14/2023,2,1645194,17651,EUR,ALL OTHER LOANS,PRINCIPAL,79849,79848.75784511266,0.24215488733898383,Match,Difference is within tolerance (less than 1USD)
05/18/2023,2,1645472,10923,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,49797,40000.0,9797.0,Break,
05/24/2023,0,1685740,61821,USD,ALL OTHER LOANS,DEFERRED COSTS,51768,51768.776419843125,-0.7764198431250406,Match,Difference is within tolerance (less than 1USD)
07/26/2023,2,1698029,42910,GBP,ALL OTHER LOANS,PRINCIPAL,35979,35979.32509016766,-0.3250901676583453,Match,Difference is within tolerance (less than 1USD)
05/15/2023,2,1635091,13888,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,73517,60000.0,13517.0,Break,
05/03/2023,0,1634054,60429,EUR,ALL OTHER LOANS,PRINCIPAL,79642,20000.0,59642.0,Break,
06/13/2023,2,1653175,55432,EUR,ALL OTHER LOANS,PRINCIPAL,33423,40000.0,-6577.0,Break,
08/24/2023,2,1668238,5821,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,57851,60000.0,-2149.0,Break,
02/14/2023,2,1679714,38299,USD,ALL OTHER LOANS,PRINCIPAL,77997,80000.0,-2003.0,Break,
03/28/2023,0,1698029,42910,GBP,ALL OTHER LOANS,PRINCIPAL,16772,60000.0,-43228.0,Break,
08/14/2023,2,1643608,60592,GBP,ALL OTHER LOANS,DEFERRED COSTS,42151,40000.0,2151.0,Break,
02/02/2023,2,1627532,18146,EUR,ALL OTHER LOANS,DEFERRED COSTS,70516,0.0,70516.0,Break,
08/21/2023,2,1627996,41833,USD,ALL OTHER LOANS,PRINCIPAL,29338,30000.0,-662.0,Break,
06/16/2023,0,1634540,19647,GBP,ALL OTHER LOANS,PRINCIPAL,16216,16216.0,0.0,Match,
06/26/2023,2,1670102,42140,USD,ALL OTHER LOANS,PRINCIPAL,67729,67729.73186636898,-0.7318663689802634,Match,Difference is within tolerance (less than 1USD)
04/17/2023,0,1660793,60475,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,69975,60000.0,9975.0,Break,
02/14/2023,0,1690546,59938,USD,ALL OTHER LOANS,PRINCIPAL,59234,80000.0,-20766.0,Break,
06/13/2023,0,1651050,33851,EUR,ALL OTHER LOANS,PRINCIPAL,74804,74803.90874653868,0.09125346131622791,Match,Difference is within tolerance (less than 1USD)
03/13/2023,0,1606840,40825,USD,ALL OTHER LOANS,PRINCIPAL,60007,60006.40854545717,0.5914545428313431,Match,Difference is within tolerance (less than 1USD)
05/03/2023,2,1658705,8349,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,42462,10000.0,32462.0,Break,
04/15/2023,2,1635091,13888,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,24590,40000.0,-15410.0,Break,
07/02/2023,0,1629717,14907,GBP,ALL OTHER LOANS,PRINCIPAL,76810,20000.0,56810.0,Break,
06/02/2023,0,1658705,8349,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,13985,20000.0,-6015.0,Break,
08/08/2023,2,1647820,25000,GBP,ALL OTHER LOANS,DEFERRED COSTS,14406,14406.0,0.0,Match,
07/10/2023,0,1639278,33344,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,25459,80000.0,-54541.0,Break,
06/25/2023,0,1601021,12195,EUR,ALL OTHER LOANS,PRINCIPAL,20342,70000.0,-49658.0,Break,
03/02/2023,0,1600428,41383,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,75093,20000.0,55093.0,Break,
05/17/2023,2,1615118,9977,USD,ALL OTHER LOANS,PRINCIPAL,34762,34761.50698745101,0.4930125489918282,Match,Difference is within tolerance (less than 1USD)
06/13/2023,0,1609762,12684,EUR,ALL OTHER LOANS,DEFERRED COSTS,63532,60000.0,3532.0,Break,
04/17/2023,2,1687726,18234,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,14588,60000.0,-45412.0,Break,
04/10/2023,2,1608015,63848,GBP,ALL OTHER LOANS,DEFERRED COSTS,78031,20000.0,58031.0,Break,
05/05/2023,0,1697690,66861,USD,ALL OTHER LOANS,DEFERRED COSTS,15578,15578.95854598043,-0.958545980429335,Match,Difference is within tolerance (less than 1USD)
06/08/2023,0,1660284,60558,GBP,ALL OTHER LOANS,PRINCIPAL,37116,70000.0,-32884.0,Break,
06/07/2023,2,1600446,46700,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,29861,29861.0,0.0,Match,
07/31/2023,2,1615235,44684,USD,ALL OTHER LOANS,PRINCIPAL,63536,20000.0,43536.0,Break,
07/24/2023,2,1678223,15727,EUR,ALL OTHER LOANS,PRINCIPAL,21472,21472.0,0.0,Match,
08/19/2023,0,1621448,6200,USD,ALL OTHER LOANS,PRINCIPAL,51997,70000.0,-18003.0,Break,
04/02/2023,2,1687376,30146,EUR,ALL OTHER LOANS,DEFERRED COSTS,36610,30000.0,6610.0,Break,
04/10/2023,0,1646617,34355,EUR,ALL OTHER LOANS,DEFERRED COSTS,70691,0.0,70691.0,Break,
06/28/2023,0,1640745,35776,GBP,ALL OTHER LOANS,DEFERRED COSTS,62461,62461.0,0.0,Match,
06/18/2023,2,1681897,49077,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,48500,48500.0,0.0,Match,
05/13/2023,2,1656850,29456,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,39543,10000.0,29543.0,Break,
06/14/2023,2,1635091,13888,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,26002,50000.0,-23998.0,Break,
05/08/2023,2,1637950,11350,GBP,ALL OTHER LOANS,PRINCIPAL,41448,50000.0,-8552.0,Break,
06/07/2023,2,1660155,6173,USD,ALL OTHER LOANS,PRINCIPAL,65365,60000.0,5365.0,Break,
05/09/2023,2,1672340,35373,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,32233,70000.0,-37767.0,Break,
04/09/2023,2,1671869,14655,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,32088,10000.0,22088.0,Break,
02/11/2023,2,1641420,28998,EUR,ALL OTHER LOANS,DEFERRED COSTS,11457,20000.0,-8543.0,Break,
08/30/2023,0,1615235,44684,USD,ALL OTHER LOANS,PRINCIPAL,26634,60000.0,-33366.0,Break,
03/26/2023,0,1678223,15727,EUR,ALL OTHER LOANS,PRINCIPAL,51077,60000.0,-8923.0,Break,
02/02/2023,0,1670946,35738,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,66655,0.0,66655.0,Break,
07/08/2023,0,1652327,50484,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,68977,0.0,68977.0,Break,
06/01/2023,2,1687376,30146,EUR,ALL OTHER LOANS,DEFERRED COSTS,55554,55554.0,0.0,Match,
04/09/2023,2,1672340,35373,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,50720,0.0,50720.0,Break,
04/07/2023,0,1662349,46001,EUR,ALL OTHER LOANS,DEFERRED COSTS,43326,43325.35247837095,0.6475216290491517,Match,Difference is within tolerance (less than 1USD)
06/20/2023,0,1615102,34880,GBP,ALL OTHER LOANS,PRINCIPAL,40021,60000.0,-19979.0,Break,
05/02/2023,0,1615235,44684,USD,ALL OTHER LOANS,PRINCIPAL,76901,60000.0,16901.0,Break,
04/24/2023,0,1658315,52538,USD,ALL OTHER LOANS,PRINCIPAL,63024,60000.0,3024.0,Break,
09/05/2023,0,1680148,30661,USD,ALL OTHER LOANS,PRINCIPAL,37718,37718.54841595225,-0.5484159522529808,Match,Difference is within tolerance (less than 1USD)
03/28/2023,0,1611111,29434,USD,ALL OTHER LOANS,DEFERRED COSTS,29840,29840.0,0.0,Match,
06/10/2023,0,1637355,10481,EUR,ALL OTHER LOANS,PRINCIPAL,64445,60000.0,4445.0,Break,
03/04/2023,0,1627532,18146,EUR,ALL OTHER LOANS,DEFERRED COSTS,27649,20000.0,7649.0,Break,
05/08/2023,2,1603667,40542,GBP,ALL OTHER LOANS,DEFERRED COSTS,48072,48072.0,0.0,Match,
06/06/2023,0,1662128,12019,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,27780,50000.0,-22220.0,Break,
06/20/2023,0,1621448,6200,USD,ALL OTHER LOANS,PRINCIPAL,58957,10000.0,48957.0,Break,
04/03/2023,0,1670946,35738,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,36455,36454.569105356655,0.4308946433448,Match,Difference is within tolerance (less than 1USD)
08/06/2023,2,1603667,40542,GBP,ALL OTHER LOANS,DEFERRED COSTS,45535,45535.0,0.0,Match,
06/12/2023,0,1626013,19189,EUR,ALL OTHER LOANS,DEFERRED COSTS,33841,33840.04573790206,0.9542620979409548,Match,Difference is within tolerance (less than 1USD)
06/26/2023,2,1698029,42910,GBP,ALL OTHER LOANS,PRINCIPAL,38754,0.0,38754.0,Break,
04/27/2023,0,1650595,41771,GBP,ALL OTHER LOANS,PRINCIPAL,71674,10000.0,61674.0,Break,
06/26/2023,2,1689076,4311,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,71943,50000.0,21943.0,Break,
05/30/2023,0,1662496,48750,EUR,ALL OTHER LOANS,PRINCIPAL,76058,20000.0,56058.0,Break,
04/05/2023,0,1673627,39089,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,41594,70000.0,-28406.0,Break,
04/21/2023,0,1639719,20172,GBP,ALL OTHER LOANS,DEFERRED COSTS,31056,20000.0,11056.0,Break,
04/09/2023,0,1687415,59192,GBP,ALL OTHER LOANS,PRINCIPAL,61765,50000.0,11765.0,Break,
05/12/2023,2,1644132,15426,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,49088,49087.72724707154,0.2727529284602497,Match,Difference is within tolerance (less than 1USD)
02/08/2023,0,1687415,59192,GBP,ALL OTHER LOANS,PRINCIPAL,43633,20000.0,23633.0,Break,
07/05/2023,2,1695590,62721,EUR,ALL OTHER LOANS,DEFERRED COSTS,31965,31965.257768993626,-0.25776899362608674,Match,Difference is within tolerance (less than 1USD)
07/05/2023,2,1643958,5952,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,22657,22656.384005270786,0.6159947292144352,Match,Difference is within tolerance (less than 1USD)
04/15/2023,0,1671380,60177,USD,ALL OTHER LOANS,PRINCIPAL,51983,51982.36958102624,0.6304189737566048,Match,Difference is within tolerance (less than 1USD)
05/10/2023,2,1611687,11294,USD,ALL OTHER LOANS,PRINCIPAL,13980,0.0,13980.0,Break,
03/20/2023,2,1609036,22070,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,58774,58774.69574857494,-0.6957485749371699,Match,Difference is within tolerance (less than 1USD)
09/06/2023,0,1668355,33849,USD,ALL OTHER LOANS,PRINCIPAL,65744,65743.84789148199,0.15210851801384706,Match,Difference is within tolerance (less than 1USD)
05/09/2023,2,1668355,33849,USD,ALL OTHER LOANS,PRINCIPAL,18222,30000.0,-11778.0,Break,
06/16/2023,2,1610349,29081,EUR,ALL OTHER LOANS,DEFERRED COSTS,15619,15619.0,0.0,Match,
02/15/2023,2,1675231,21830,EUR,ALL OTHER LOANS,PRINCIPAL,46631,80000.0,-33369.0,Break,
05/05/2023,0,1690160,63922,EUR,ALL OTHER LOANS,DEFERRED COSTS,39708,0.0,39708.0,Break,
05/27/2023,2,1650595,41771,GBP,ALL OTHER LOANS,PRINCIPAL,40856,40855.456620428035,0.5433795719654881,Match,Difference is within tolerance (less than 1USD)
06/20/2023,2,1623601,55464,USD,ALL OTHER LOANS,PRINCIPAL,66777,66776.22178245673,0.7782175432657823,Match,Difference is within tolerance (less than 1USD)
04/12/2023,0,1696688,8207,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,42333,80000.0,-37667.0,Break,
05/03/2023,0,1675516,7939,USD,ALL OTHER LOANS,DEFERRED COSTS,14843,20000.0,-5157.0,Break,
03/29/2023,2,1627060,9488,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,32469,32469.0,0.0,Match,
04/02/2023,2,1647198,30452,EUR,ALL OTHER LOANS,DEFERRED COSTS,70453,10000.0,60453.0,Break,
08/09/2023,0,1639278,33344,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,25614,20000.0,5614.0,Break,
08/05/2023,0,1649430,26527,EUR,ALL OTHER LOANS,PRINCIPAL,35209,35208.49497881692,0.5050211830821354,Match,Difference is within tolerance (less than 1USD)
04/26/2023,2,1601021,12195,EUR,ALL OTHER LOANS,PRINCIPAL,47039,80000.0,-32961.0,Break,
02/08/2023,0,1673029,27637,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,26007,10000.0,16007.0,Break,
06/20/2023,2,1650942,25253,GBP,ALL OTHER LOANS,DEFERRED COSTS,77685,0.0,77685.0,Break,
03/17/2023,2,1607555,44617,GBP,ALL OTHER LOANS,DEFERRED COSTS,48274,20000.0,28274.0,Break,
06/03/2023,0,1626404,66434,EUR,ALL OTHER LOANS,PRINCIPAL,28449,40000.0,-11551.0,Break,
06/27/2023,0,1638907,61880,EUR,ALL OTHER LOANS,PRINCIPAL,57901,20000.0,37901.0,Break,
04/29/2023,0,1692967,51898,USD,ALL OTHER LOANS,DEFERRED COSTS,24585,70000.0,-45415.0,Break,
05/11/2023,2,1690726,53693,GBP,ALL OTHER LOANS,PRINCIPAL,55710,10000.0,45710.0,Break,
05/17/2023,2,1610349,29081,EUR,ALL OTHER LOANS,DEFERRED COSTS,34000,34000.0,0.0,Match,
04/19/2023,2,1633227,4630,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,45856,40000.0,5856.0,Break,
04/18/2023,2,1666765,66894,EUR,ALL OTHER LOANS,PRINCIPAL,55533,60000.0,-4467.0,Break,
03/03/2023,2,1657392,29895,EUR,ALL OTHER LOANS,DEFERRED COSTS,41327,0.0,41327.0,Break,
04/14/2023,2,1653175,55432,EUR,ALL OTHER LOANS,PRINCIPAL,78924,40000.0,38924.0,Break,
06/24/2023,2,1654929,26193,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,36594,36594.0,0.0,Match,
07/21/2023,2,1609332,44208,GBP,ALL OTHER LOANS,PRINCIPAL,33554,80000.0,-46446.0,Break,
04/30/2023,0,1672794,33531,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,47278,47278.07594662604,-0.0759466260424233,Match,Difference is within tolerance (less than 1USD)
02/17/2023,0,1621426,44951,USD,ALL OTHER LOANS,DEFERRED COSTS,74844,50000.0,24844.0,Break,
04/17/2023,2,1603071,54844,GBP,ALL OTHER LOANS,PRINCIPAL,43519,60000.0,-16481.0,Break,
05/19/2023,2,1623838,9579,GBP,ALL OTHER LOANS,DEFERRED COSTS,18785,30000.0,-11215.0,Break,
08/10/2023,2,1688808,42040,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,72106,20000.0,52106.0,Break,
05/18/2023,2,1651318,8110,GBP,ALL OTHER LOANS,DEFERRED COSTS,19718,19718.0,0.0,Match,
03/21/2023,2,1627762,10066,EUR,ALL OTHER LOANS,DEFERRED COSTS,63521,30000.0,33521.0,Break,
03/14/2023,2,1684301,10917,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,41461,30000.0,11461.0,Break,
04/15/2023,0,1653398,62466,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,52579,70000.0,-17421.0,Break,
07/10/2023,0,1637355,10481,EUR,ALL OTHER LOANS,PRINCIPAL,48699,70000.0,-21301.0,Break,
05/23/2023,0,1624278,9390,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,45687,45686.94445515701,0.05554484298772877,Match,Difference is within tolerance (less than 1USD)
04/12/2023,2,1647729,42089,EUR,ALL OTHER LOANS,PRINCIPAL,21944,21944.8582495,-0.8582495000009658,Match,Difference is within tolerance (less than 1USD)
03/29/2023,0,1681437,19251,GBP,ALL OTHER LOANS,DEFERRED COSTS,59033,80000.0,-20967.0,Break,
07/05/2023,2,1632508,27644,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,51258,30000.0,21258.0,Break,
05/17/2023,0,1642845,7566,USD,ALL OTHER LOANS,DEFERRED COSTS,77966,10000.0,67966.0,Break,
07/12/2023,0,1626013,19189,EUR,ALL OTHER LOANS,DEFERRED COSTS,47504,60000.0,-12496.0,Break,
05/17/2023,2,1605346,49321,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,47487,10000.0,37487.0,Break,
06/02/2023,2,1675516,7939,USD,ALL OTHER LOANS,DEFERRED COSTS,31008,60000.0,-28992.0,Break,
03/04/2023,2,1670946,35738,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,56008,40000.0,16008.0,Break,
07/03/2023,0,1677956,67822,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,36066,36065.43909585888,0.5609041411225917,Match,Difference is within tolerance (less than 1USD)
06/06/2023,0,1662349,46001,EUR,ALL OTHER LOANS,DEFERRED COSTS,55678,55678.0,0.0,Match,
03/19/2023,2,1686417,7306,EUR,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,68463,80000.0,-11537.0,Break,
02/14/2023,0,1635091,13888,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,55926,50000.0,5926.0,Break,
05/01/2023,2,1682713,41540,USD,ALL OTHER LOANS,PRINCIPAL,23974,30000.0,-6026.0,Break,
06/11/2023,2,1652656,25828,USD,ALL OTHER LOANS,DEFERRED COSTS,66063,80000.0,-13937.0,Break,
04/14/2023,0,1639760,59873,USD,ALL OTHER LOANS,DEFERRED COSTS,58706,58705.25336390922,0.7466360907783383,Match,Difference is within tolerance (less than 1USD)
06/05/2023,0,1601979,19434,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,30918,10000.0,20918.0,Break,
07/11/2023,0,1647729,42089,EUR,ALL OTHER LOANS,PRINCIPAL,27887,27887.0,0.0,Match,
02/08/2023,2,1672340,35373,GBP,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,38250,38250.0,0.0,Match,
05/25/2023,2,1622315,14271,USD,ALL OTHER LOANS,DEFERRED COSTS,36023,50000.0,-13977.0,Break,
03/09/2023,0,1600446,46700,USD,ALL OTHER LOANS,DEFERRED ORIGINATION FEES,75440,70000.0,5440.0,Break,
